labels,Intensity
"[1.0, 2.88]","[1.         0.99933025 0.99733208 0.99403852 0.98950399 0.98380343
 0.97703098 0.96929846 0.96073345 0.9514772  0.94168221 0.93150976
 0.92112718 0.91070508 0.90041459 0.89042446 0.88089841 0.87199236
 0.86385197 0.8566103  0.85038559 0.84527944 0.84137515 0.83873638
 0.83740616 0.83740616 0.83873638 0.84137515 0.84527944 0.85038559
 0.8566103  0.86385197 0.87199236 0.88089841 0.89042446 0.90041459
 0.91070508 0.92112718 0.93150976 0.94168221 0.9514772  0.96073345
 0.96929846 0.97703098 0.98380343 0.98950399 0.99403852 0.99733208
 0.99933025 1.        ]"
"[2.3, 2.13]","[0.31830254 0.32114962 0.3296346  0.34359223 0.36275768 0.38677952
 0.41523336 0.44763404 0.48344536 0.52208762 0.56294371 0.60536495
 0.64867737 0.6921893  0.73520038 0.777012   0.81693881 0.85432092
 0.88853615 0.91901195 0.9452363  0.96676747 0.98324224 0.99438246
 1.         1.         0.99438246 0.98324224 0.96676747 0.9452363
 0.91901195 0.88853615 0.85432092 0.81693881 0.777012   0.73520038
 0.6921893  0.64867737 0.60536495 0.56294371 0.52208762 0.48344536
 0.44763404 0.41523336 0.38677952 0.36275768 0.34359223 0.3296346
 0.32114962 0.31830254]"
"[1.97, 1.63]","[0.31245706 0.31539703 0.32415437 0.33854544 0.35827666 0.38296006
 0.41213029 0.4452604  0.48177506 0.52106105 0.56247549 0.60535274
 0.6490111  0.69275967 0.73590613 0.77776545 0.81766944 0.85497701
 0.88908477 0.91943743 0.94553797 0.9669568  0.98333991 0.99441566
 1.         1.         0.99441566 0.98333991 0.9669568  0.94553797
 0.91943743 0.88908477 0.85497701 0.81766944 0.77776545 0.73590613
 0.69275967 0.6490111  0.60535274 0.56247549 0.52106105 0.48177506
 0.4452604  0.41213029 0.38296006 0.35827666 0.33854544 0.32415437
 0.31539703 0.31245706]"
"[2.26, 1.09]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.03173022 0.11518373 0.19879801 0.28227714
 0.36509011 0.44653328 0.52578018 0.60192305 0.67400946 0.74107591
 0.80217905 0.85642465 0.90299406 0.9411677  0.97034515 0.99006154
 1.         1.         0.99006154 0.97034515 0.9411677  0.90299406
 0.85642465 0.80217905 0.74107591 0.67400946 0.60192305 0.52578018
 0.44653328 0.36509011 0.28227714 0.19879801 0.11518373 0.03173022
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.34, 2.43]","[1.         0.99684206 0.9874218  0.97189891 0.95053639 0.92369573
 0.89183012 0.85547577 0.81524126 0.77179547 0.72585421 0.67816624
 0.62949939 0.58062743 0.53231845 0.4853254  0.44037894 0.39818275
 0.35941037 0.32470228 0.29466117 0.26984256 0.25073892 0.23775655
 0.2311883  0.2311883  0.23775655 0.25073892 0.26984256 0.29466117
 0.32470228 0.35941037 0.39818275 0.44037894 0.4853254  0.53231845
 0.58062743 0.62949939 0.67816624 0.72585421 0.77179547 0.81524126
 0.85547577 0.89183012 0.92369573 0.95053639 0.97189891 0.9874218
 0.99684206 1.        ]"
"[0.3, 0.71]","[1.         0.99541782 0.98174748 0.95921575 0.92819454 0.88919183
 0.84283904 0.78987509 0.73112726 0.66748953 0.59989899 0.52931107
 0.45667471 0.38290834 0.30887791 0.23537833 0.1631209  0.09273184
 0.0247744  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0247744  0.09273184 0.1631209  0.23537833 0.30887791
 0.38290834 0.45667471 0.52931107 0.59989899 0.66748953 0.73112726
 0.78987509 0.84283904 0.88919183 0.92819454 0.95921575 0.98174748
 0.99541782 1.        ]"
"[1.31, 1.25]","[1.         0.99705949 0.98828373 0.97380929 0.95386107 0.92874835
 0.8988595  0.86465544 0.82666214 0.78546253 0.74168788 0.69600917
 0.6491286  0.60177142 0.55467824 0.50859775 0.4642795  0.42246626
 0.38388518 0.34923681 0.31918094 0.29431894 0.2751726  0.26216119
 0.25557936 0.25557936 0.26216119 0.2751726  0.29431894 0.31918094
 0.34923681 0.38388518 0.42246626 0.4642795  0.50859775 0.55467824
 0.60177142 0.6491286  0.69600917 0.74168788 0.78546253 0.82666214
 0.86465544 0.8988595  0.92874835 0.95386107 0.97380929 0.98828373
 0.99705949 1.        ]"
"[2.39, 1.97]","[0.17408415 0.17769029 0.18840877 0.20595438 0.22989398 0.25969141
 0.29474561 0.33441522 0.37803004 0.42489362 0.47428198 0.52544232
 0.57759405 0.62993326 0.68164092 0.73189422 0.77988049 0.82481256
 0.86594468 0.90258805 0.93412508 0.96002209 0.9798398  0.99324166
 1.         1.         0.99324166 0.9798398  0.96002209 0.93412508
 0.90258805 0.86594468 0.82481256 0.77988049 0.73189422 0.68164092
 0.62993326 0.57759405 0.52544232 0.47428198 0.42489362 0.37803004
 0.33441522 0.29474561 0.25969141 0.22989398 0.20595438 0.18840877
 0.17769029 0.17408415]"
"[2.83, 1.88]","[0.         0.         0.         0.         0.         0.02354538
 0.07595829 0.13237207 0.19226138 0.25509594 0.32027539 0.38710666
 0.45480209 0.52248923 0.58922831 0.654035   0.71590685 0.7738513
 0.82691366 0.87420338 0.91491737 0.94835955 0.97395648 0.99126894
 1.         1.         0.99126894 0.97395648 0.94835955 0.91491737
 0.87420338 0.82691366 0.7738513  0.71590685 0.654035   0.58922831
 0.52248923 0.45480209 0.38710666 0.32027539 0.25509594 0.19226138
 0.13237207 0.07595829 0.02354538 0.         0.         0.
 0.         0.        ]"
"[0.67, 2.38]","[1.         0.99742783 0.98975465 0.97710967 0.95970586 0.9378362
 0.9118686  0.88223922 0.84944449 0.81403186 0.77658961 0.73773595
 0.69810797 0.65835066 0.61910663 0.58100656 0.54466082 0.51065195
 0.47952793 0.4517956  0.42791384 0.4082859  0.39325082 0.38307413
 0.37793899 0.37793899 0.38307413 0.39325082 0.4082859  0.42791384
 0.4517956  0.47952793 0.51065195 0.54466082 0.58100656 0.61910663
 0.65835066 0.69810797 0.73773595 0.77658961 0.81403186 0.84944449
 0.88223922 0.9118686  0.9378362  0.95970586 0.97710967 0.98975465
 0.99742783 1.        ]"
"[2.34, 0.28]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.07297978 0.21185737 0.34314404 0.46559994 0.57802021
 0.67925495 0.76823216 0.8439811  0.90565456 0.95254882 0.98412055
 1.         1.         0.98412055 0.95254882 0.90565456 0.8439811
 0.76823216 0.67925495 0.57802021 0.46559994 0.34314404 0.21185737
 0.07297978 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[2.92, 0.26]","[0.33582345 0.33870157 0.34727468 0.36136241 0.38067455 0.40482474
 0.43334623 0.46570777 0.50132827 0.53958948 0.57984665 0.62143774
 0.66369152 0.7059353  0.7475025  0.78774058 0.82601918 0.86173853
 0.89433807 0.92330489 0.94818187 0.96857526 0.98416137 0.99469223
 1.         1.         0.99469223 0.98416137 0.96857526 0.94818187
 0.92330489 0.89433807 0.86173853 0.82601918 0.78774058 0.7475025
 0.7059353  0.66369152 0.62143774 0.57984665 0.53958948 0.50132827
 0.46570777 0.43334623 0.40482474 0.38067455 0.36136241 0.34727468
 0.33870157 0.33582345]"
"[2.41, 0.1]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.09631981
 0.20014249 0.30315444 0.40376576 0.50046735 0.59184303 0.67658056
 0.75348204 0.82147377 0.87961549 0.92710896 0.96330562 0.98771304
 1.         1.         0.98771304 0.96330562 0.92710896 0.87961549
 0.82147377 0.75348204 0.67658056 0.59184303 0.50046735 0.40376576
 0.30315444 0.20014249 0.09631981 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.05, 0.96]","[1.         0.9946759  0.97878196 0.95255116 0.91636486 0.8707425
 0.81632755 0.75386994 0.68420527 0.60823146 0.52688303 0.44110364
 0.35181719 0.25989807 0.1661413  0.07123469 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.07123469 0.1661413
 0.25989807 0.35181719 0.44110364 0.52688303 0.60823146 0.68420527
 0.75386994 0.81632755 0.8707425  0.91636486 0.95255116 0.97878196
 0.9946759  1.        ]"
"[0.21, 1.33]","[1.         0.99516768 0.98075403 0.95700759 0.92433754 0.88330567
 0.83461422 0.77908901 0.71765759 0.65132222 0.5811281  0.50812762
 0.43334108 0.35771412 0.28206988 0.20705002 0.13302914 0.05996489
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05996489 0.13302914 0.20705002 0.28206988
 0.35771412 0.43334108 0.50812762 0.5811281  0.65132222 0.71765759
 0.77908901 0.83461422 0.88330567 0.92433754 0.95700759 0.98075403
 0.99516768 1.        ]"
"[2.77, 0.73]","[0.         0.         0.         0.         0.         0.
 0.         0.02849705 0.10139319 0.17594916 0.25173402 0.32817883
 0.40458816 0.48016138 0.55401759 0.62522187 0.69281244 0.75582811
 0.8133354  0.86445449 0.9083834  0.94441953 0.97197817 0.9906075
 1.         1.         0.9906075  0.97197817 0.94441953 0.9083834
 0.86445449 0.8133354  0.75582811 0.69281244 0.62522187 0.55401759
 0.48016138 0.40458816 0.32817883 0.25173402 0.17594916 0.10139319
 0.02849705 0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.69, 2.06]","[1.         0.99673496 0.9869952  0.97094596 0.94885946 0.92111023
 0.88816824 0.85058998 0.80900752 0.76411566 0.71665771 0.66741045
 0.61716902 0.56673268 0.51689229 0.46842028 0.4220636  0.37853971
 0.33853494 0.3027036  0.27166548 0.24599809 0.22622054 0.21276757
 0.20595676 0.20595676 0.21276757 0.22622054 0.24599809 0.27166548
 0.3027036  0.33853494 0.37853971 0.4220636  0.46842028 0.51689229
 0.56673268 0.61716902 0.66741045 0.71665771 0.76411566 0.80900752
 0.85058998 0.88816824 0.92111023 0.94885946 0.97094596 0.9869952
 0.99673496 1.        ]"
"[1.43, 1.64]","[1.         0.99888934 0.99557551 0.99011269 0.98259014 0.97313078
 0.9618891  0.94904867 0.93481908 0.9194326  0.90314037 0.88620837
 0.86891321 0.85153766 0.83436619 0.81768041 0.80175458 0.78685109
 0.77321623 0.76107601 0.75063229 0.74205927 0.73550037 0.73106556
 0.72882935 0.72882935 0.73106556 0.73550037 0.74205927 0.75063229
 0.76107601 0.77321623 0.78685109 0.80175458 0.81768041 0.83436619
 0.85153766 0.86891321 0.88620837 0.90314037 0.9194326  0.93481908
 0.94904867 0.9618891  0.97313078 0.98259014 0.99011269 0.99557551
 0.99888934 1.        ]"
"[2.85, 1.92]","[0.         0.         0.         0.         0.         0.03083191
 0.08246235 0.13822779 0.19755628 0.2598844  0.32459022 0.39096768
 0.4582223  0.5254792  0.59179933 0.65620138 0.71768737 0.7752701
 0.82800062 0.87499403 0.91545247 0.94868448 0.9741204  0.99132391
 1.         1.         0.99132391 0.9741204  0.94868448 0.91545247
 0.87499403 0.82800062 0.7752701  0.71768737 0.65620138 0.59179933
 0.5254792  0.4582223  0.39096768 0.32459022 0.2598844  0.19755628
 0.13822779 0.08246235 0.03083191 0.         0.         0.
 0.         0.        ]"
"[0.24, 1.22]","[1.         0.99515195 0.98069137 0.95686737 0.92408974 0.88292036
 0.83406055 0.77833366 0.71666294 0.6500444  0.57951525 0.50611847
 0.43086401 0.35468651 0.27839747 0.2026255  0.12772896 0.05364318
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05364318 0.12772896 0.2026255  0.27839747
 0.35468651 0.43086401 0.50611847 0.57951525 0.6500444  0.71666294
 0.77833366 0.83406055 0.88292036 0.92408974 0.95686737 0.98069137
 0.99515195 1.        ]"
"[2.14, 1.55]","[0.1008233  0.10499376 0.11735686 0.13749575 0.16479502 0.19852211
 0.23789287 0.2821103  0.33037932 0.38190655 0.43589395 0.49153233
 0.54799779 0.60445252 0.66004982 0.71394306 0.76529759 0.81330477
 0.85719703 0.89626325 0.92986347 0.95744237 0.97854105 0.99280671
 1.         1.         0.99280671 0.97854105 0.95744237 0.92986347
 0.89626325 0.85719703 0.81330477 0.76529759 0.71394306 0.66004982
 0.60445252 0.54799779 0.49153233 0.43589395 0.38190655 0.33037932
 0.2821103  0.23789287 0.19852211 0.16479502 0.13749575 0.11735686
 0.10499376 0.1008233 ]"
"[1.15, 2.53]","[1.         0.99890192 0.9956259  0.99022632 0.98279279 0.97344862
 0.96234877 0.94967715 0.93564357 0.92048012 0.9044373  0.88777971
 0.87078167 0.85372265 0.8368826  0.82053741 0.8049544  0.79038807
 0.77707598 0.765235   0.75505789 0.74671022 0.74032774 0.73601422
 0.73383978 0.73383978 0.73601422 0.74032774 0.74671022 0.75505789
 0.765235   0.77707598 0.79038807 0.8049544  0.82053741 0.8368826
 0.85372265 0.87078167 0.88777971 0.9044373  0.92048012 0.93564357
 0.94967715 0.96234877 0.97344862 0.98279279 0.99022632 0.9956259
 0.99890192 1.        ]"
"[0.49, 1.41]","[1.         0.99528615 0.98122568 0.95806027 0.92618731 0.88615154
 0.83863269 0.78442891 0.72443583 0.65962133 0.59099661 0.51958435
 0.44638475 0.37234026 0.29829864 0.22497259 0.15289073 0.08232916
 0.01320362 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.01320362 0.08232916 0.15289073 0.22497259 0.29829864
 0.37234026 0.44638475 0.51958435 0.59099661 0.65962133 0.72443583
 0.78442891 0.83863269 0.88615154 0.92618731 0.95806027 0.98122568
 0.99528615 1.        ]"
"[2.06, 0.99]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0582078  0.14918827 0.23973607
 0.32914699 0.41662708 0.50130921 0.58227589 0.65858474 0.72929462
 0.79349151 0.85031338 0.89897352 0.93878159 0.96916204 0.9896694
 1.         1.         0.9896694  0.96916204 0.93878159 0.89897352
 0.85031338 0.79349151 0.72929462 0.65858474 0.58227589 0.50130921
 0.41662708 0.32914699 0.23973607 0.14918827 0.0582078  0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.28, 1.75]","[1.         0.99546871 0.98195264 0.95968393 0.92904531 0.89056331
 0.84489793 0.79282822 0.73523338 0.67306953 0.60734246 0.53907763
 0.46928841 0.39894435 0.32894065 0.26006966 0.19299421 0.12822199
 0.06608117 0.0067058  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0067058  0.06608117 0.12822199 0.19299421 0.26006966 0.32894065
 0.39894435 0.46928841 0.53907763 0.60734246 0.67306953 0.73523338
 0.79282822 0.84489793 0.89056331 0.92904531 0.95968393 0.98195264
 0.99546871 1.        ]"
"[3.12, 0.17]","[0.61708119 0.61867416 0.62342539 0.63125246 0.64202011 0.6555433
 0.67159119 0.68989182 0.71013744 0.73199011 0.75508757 0.77904924
 0.80348231 0.82798785 0.85216696 0.87562686 0.89798689 0.91888446
 0.93798067 0.9549657  0.96956382 0.98153787 0.99069318 0.9968808
 1.         1.         0.9968808  0.99069318 0.98153787 0.96956382
 0.9549657  0.93798067 0.91888446 0.89798689 0.87562686 0.85216696
 0.82798785 0.80348231 0.77904924 0.75508757 0.73199011 0.71013744
 0.68989182 0.67159119 0.6555433  0.64202011 0.63125246 0.62342539
 0.61867416 0.61708119]"
"[0.83, 0.93]","[1.         0.99459936 0.97848165 0.95189718 0.91525517 0.869112
 0.81415474 0.75118027 0.68107008 0.60476082 0.52321043 0.43735923
 0.34808415 0.25614196 0.1620934  0.06619177 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.06619177 0.1620934
 0.25614196 0.34808415 0.43735923 0.52321043 0.60476082 0.68107008
 0.75118027 0.81415474 0.869112   0.91525517 0.95189718 0.97848165
 0.99459936 1.        ]"
"[2.23, 2.66]","[0.6601343  0.66152474 0.6656734  0.67251271 0.68193132 0.69377597
 0.70785405 0.72393666 0.74176231 0.76104101 0.78145878 0.80268261
 0.82436566 0.84615279 0.86768631 0.88861185 0.90858424 0.92727331
 0.94436955 0.9595894  0.97268009 0.98342401 0.99164244 0.9971986
 1.         1.         0.9971986  0.99164244 0.98342401 0.97268009
 0.9595894  0.94436955 0.92727331 0.90858424 0.88861185 0.86768631
 0.84615279 0.82436566 0.80268261 0.78145878 0.76104101 0.74176231
 0.72393666 0.70785405 0.69377597 0.68193132 0.67251271 0.6656734
 0.66152474 0.6601343 ]"
"[2.46, 0.87]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04382395 0.13713519 0.22883958
 0.31892902 0.40698001 0.49231169 0.57408329 0.65136177 0.72317381
 0.78854894 0.84655659 0.89633839 0.93713603 0.96831458 0.98938135
 1.         1.         0.98938135 0.96831458 0.93713603 0.89633839
 0.84655659 0.78854894 0.72317381 0.65136177 0.57408329 0.49231169
 0.40698001 0.31892902 0.22883958 0.13713519 0.04382395 0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.9, 0.84]","[1.         0.99420381 0.97690057 0.94834377 0.90894739 0.85927323
 0.80001335 0.73196756 0.65601616 0.57308758 0.48412028 0.39001739
 0.29159061 0.18948665 0.08408329 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.08408329
 0.18948665 0.29159061 0.39001739 0.48412028 0.57308758 0.65601616
 0.73196756 0.80001335 0.85927323 0.90894739 0.94834377 0.97690057
 0.99420381 1.        ]"
"[1.26, 2.77]","[1.         0.99949298 0.99798029 0.99548689 0.99205393 0.98773801
 0.98261034 0.97675543 0.97026978 0.96326021 0.95584212 0.94813757
 0.94027322 0.93237831 0.92458246 0.91701358 0.90979576 0.90304725
 0.89687854 0.89139055 0.88667304 0.8828031  0.87984396 0.87784394
 0.8768357  0.8768357  0.87784394 0.87984396 0.8828031  0.88667304
 0.89139055 0.89687854 0.90304725 0.90979576 0.91701358 0.92458246
 0.93237831 0.94027322 0.94813757 0.95584212 0.96326021 0.97026978
 0.97675543 0.98261034 0.98773801 0.99205393 0.99548689 0.99798029
 0.99949298 1.        ]"
"[1.24, 0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.36, 3.04]","[1.         0.99990555 0.99962377 0.99915927 0.9985197  0.99771556
 0.99676007 0.99566894 0.99446008 0.99315335 0.99177023 0.99033344
 0.98886656 0.98739369 0.98593901 0.98452641 0.98317907 0.98191911
 0.9807672  0.97974225 0.97886108 0.97813814 0.9775853  0.97721162
 0.97702323 0.97702323 0.97721162 0.9775853  0.97813814 0.97886108
 0.97974225 0.9807672  0.98191911 0.98317907 0.98452641 0.98593901
 0.98739369 0.98886656 0.99033344 0.99177023 0.99315335 0.99446008
 0.99566894 0.99676007 0.99771556 0.9985197  0.99915927 0.99962377
 0.99990555 1.        ]"
"[2.95, 2.3]","[0.04431022 0.04892215 0.06253043 0.08452128 0.11405406 0.15021826
 0.19212839 0.23895321 0.28990482 0.3442133  0.40110223 0.45977143
 0.51938861 0.5790892  0.6379832  0.69516747 0.7497419  0.80082796
 0.84758808 0.88924477 0.92509822 0.95454186 0.97707533 0.99231471
 1.         1.         0.99231471 0.97707533 0.95454186 0.92509822
 0.88924477 0.84758808 0.80082796 0.7497419  0.69516747 0.6379832
 0.5790892  0.51938861 0.45977143 0.40110223 0.3442133  0.28990482
 0.23895321 0.19212839 0.15021826 0.11405406 0.08452128 0.06253043
 0.04892215 0.04431022]"
"[2.91, 0.96]","[0.         0.         0.         0.         0.         0.
 0.         0.04641122 0.11668324 0.188552   0.26181162 0.33600552
 0.41048772 0.4844691  0.55705564 0.62728323 0.69415113 0.75665451
 0.81381583 0.8647141  0.90851131 0.94447525 0.97199837 0.99061257
 1.         1.         0.99061257 0.97199837 0.94447525 0.90851131
 0.8647141  0.81381583 0.75665451 0.69415113 0.62728323 0.55705564
 0.4844691  0.41048772 0.33600552 0.26181162 0.188552   0.11668324
 0.04641122 0.         0.         0.         0.         0.
 0.         0.        ]"
